"date_id","Symbol","A000070","A003200","A016800","A005720","A015350","A033660","A007160","A000320","A004700","A014280","A003070","A000860","A005810","A000430","A092230","A002620","A007700","A013520","A002390","A004970","A025000","A035510","A067830","A000540","A006220","A015360","A004250","A001940","A021820","A136490"
150,"2015-08-07","222,500","194,000","35,150","8,700","36,750","6,950","105,500","37,450","123,000","19,000","24,100","53,200","40,800","4,825","74,500","17,034","20,750","3,235","30,850","21,600","56,600","182,000","6,280","4,390","12,204","40,200","6,300","12,787","24,600","16,076"
151,"2015-08-10","226,500","196,500","34,650","8,650","36,800","6,910","109,000","35,550","123,000","18,880","24,050","50,000","39,600","4,800","74,900","16,895","20,850","3,385","29,750","22,400","56,500","181,000","6,190","4,380","11,807","39,650","6,200","12,386","24,600","15,757"
152,"2015-08-11","223,500","197,000","34,600","8,660","36,750","6,820","99,100","34,450","122,000","18,620","23,800","49,500","40,000","4,810","73,300","15,960","19,850","3,400","28,600","21,650","56,400","176,500","6,120","4,290","11,559","39,950","6,120","12,346","24,600","15,437"
153,"2015-08-12","209,500","194,500","34,200","8,650","36,400","6,870","95,000","31,700","122,000","17,800","22,600","47,300","40,350","4,840","69,800","14,264","19,850","3,675","27,000","20,400","54,900","171,000","6,140","4,320","11,708","38,800","6,040","11,925","25,000","15,026"
154,"2015-08-13","218,000","204,500","35,250","8,660","36,450","6,980","97,800","32,900","122,000","18,380","23,300","48,550","40,300","4,835","71,500","14,887","20,450","3,710","27,300","20,100","57,700","174,500","6,100","4,315","11,559","39,000","6,360","12,426","25,300","14,546"
155,"2015-08-17","217,000","205,000","35,800","8,670","36,100","6,840","95,100","32,700","122,000","17,920","22,150","48,050","40,900","4,820","72,700","14,229","21,000","4,040","27,000","19,200","58,000","167,500","6,100","4,160","11,510","40,000","6,400","12,426","24,650","14,044"
156,"2015-08-18","200,000","205,000","34,800","8,670","35,700","6,700","69,200","27,700","121,500","17,520","21,850","44,850","41,500","4,835","71,500","14,333","20,150","3,975","26,050","17,800","57,000","161,500","6,110","4,050","11,014","40,350","6,370","12,707","24,550","13,884"
157,"2015-08-19","199,000","200,500","33,700","8,560","35,750","7,000","66,000","27,350","118,000","16,860","21,100","44,950","41,000","4,805","71,300","13,329","18,800","4,110","24,000","16,750","56,000","153,500","6,040","3,950","11,609","39,450","6,350","12,246","24,250","13,542"
158,"2015-08-20","201,000","198,000","33,300","8,550","35,850","6,900","66,200","26,300","83,000","16,980","20,800","43,650","40,950","4,790","71,400","13,468","17,100","3,875","25,350","17,200","55,700","152,000","6,040","3,995","10,766","39,900","6,330","12,546","24,000","12,788"
159,"2015-08-21","196,500","189,500","36,950","8,540","35,250","6,850","65,300","25,000","58,100","16,780","20,400","45,100","40,700","4,655","70,200","12,844","16,500","3,930","23,600","17,200","54,300","138,500","6,220","3,805","10,021","38,150","6,250","12,466","23,250","12,925"
160,"2015-08-24","180,000","191,500","35,000","8,340","35,400","6,610","61,700","24,000","54,200","16,400","19,900","45,100","38,800","4,630","67,200","12,602","16,200","3,665","23,000","16,950","52,300","130,000","5,990","3,650","9,426","38,300","6,220","12,386","21,150","12,628"
161,"2015-08-25","185,000","194,500","34,400","8,350","35,300","6,600","63,800","25,200","63,800","16,400","20,000","45,450","39,750","4,700","68,200","13,364","16,800","3,935","24,800","17,250","52,300","129,000","6,090","3,985","9,644","38,450","6,240","12,506","21,000","12,879"
162,"2015-08-26","189,000","189,500","34,000","8,150","35,700","6,610","68,900","25,850","61,100","16,540","20,350","45,850","40,250","4,750","67,700","14,298","17,750","3,940","26,150","17,550","54,000","130,500","6,100","3,905","10,269","39,150","6,330","12,627","21,550","13,382"
163,"2015-08-27","183,500","194,000","34,400","8,210","36,000","6,730","72,800","26,350","61,700","17,400","23,350","49,700","40,400","4,770","68,800","14,022","18,100","4,150","25,700","17,600","55,100","130,000","6,310","3,925","10,468","39,250","6,240","12,546","21,600","13,290"
164,"2015-08-28","180,500","204,500","34,250","8,210","36,000","6,900","72,500","27,350","76,300","17,120","23,150","49,800","41,800","4,790","70,400","14,368","18,000","4,280","26,200","17,600","55,400","141,000","6,390","4,035","10,666","39,850","6,280","12,386","22,100","13,405"
165,"2015-08-31","179,000","205,500","34,400","8,220","36,150","6,800","72,400","27,300","82,700","16,800","21,550","49,500","41,300","4,700","70,500","15,233","18,400","4,395","25,900","18,100","55,900","140,000","6,340","4,070","10,369","40,600","6,280","11,925","21,900","13,062"
166,"2015-09-01","162,500","201,500","34,150","8,240","36,000","6,780","74,000","28,900","79,900","16,100","21,200","48,950","40,750","4,735","70,000","16,099","17,700","4,220","24,700","17,700","55,600","131,500","6,330","3,980","10,666","39,300","6,210","12,065","21,800","12,628"
167,"2015-09-02","163,000","197,000","33,550","8,240","35,900","6,790","72,700","28,050","77,400","15,960","21,200","47,150","39,700","4,675","69,300","15,856","17,400","4,335","24,100","17,100","54,600","129,500","6,260","3,870","10,121","38,900","6,200","11,825","21,550","12,628"
168,"2015-09-03","160,500","189,500","33,650","8,280","35,850","6,830","74,800","29,400","72,500","15,720","20,850","47,250","39,700","4,670","70,000","15,718","17,450","4,620","24,400","17,100","54,600","132,500","6,200","3,890","10,369","39,200","6,340","12,286","21,950","12,697"
169,"2015-09-04","136,000","190,000","33,250","8,290","35,400","6,750","72,900","28,800","65,000","15,340","20,200","44,950","39,450","4,650","70,600","15,164","16,600","4,430","22,800","16,800","53,300","124,000","6,160","3,860","10,518","38,750","6,360","12,126","21,300","12,194"
170,"2015-09-07","135,000","191,500","33,850","8,260","35,200","6,740","72,200","28,650","66,700","15,320","20,600","43,600","39,500","5,100","70,500","14,091","15,900","4,430","23,000","17,000","53,100","123,000","6,010","3,805","10,666","39,600","6,320","12,045","21,950","12,423"
171,"2015-09-08","129,000","190,000","33,900","8,240","34,500","6,750","70,000","27,600","62,700","14,160","21,050","44,500","39,500","5,090","70,000","13,364","16,200","4,305","21,650","17,450","53,000","116,500","6,010","3,800","10,518","38,750","6,300","12,045","22,400","12,560"
172,"2015-09-09","142,000","195,000","33,950","8,400","35,750","6,820","73,100","28,000","65,500","14,320","21,150","45,800","40,600","5,060","70,500","14,852","16,600","4,425","24,700","17,500","53,600","122,000","6,090","3,820","10,567","39,500","6,360","12,607","22,450","12,560"
173,"2015-09-10","145,500","216,000","34,200","8,410","35,700","6,880","75,200","29,200","64,700","14,020","20,600","46,450","40,450","5,060","70,400","14,610","16,800","4,750","24,700","17,500","53,900","122,000","6,050","3,820","10,716","39,450","6,720","12,827","22,700","12,788"
174,"2015-09-11","147,000","211,000","34,400","8,410","35,800","6,910","79,600","29,750","63,800","14,200","21,400","46,500","41,350","4,910","70,200","14,991","16,700","5,010","24,150","17,250","54,600","130,000","6,070","3,810","10,865","39,400","6,720","12,907","22,950","12,720"
175,"2015-09-14","148,000","194,500","34,400","8,530","35,600","6,910","79,000","29,900","60,600","13,820","20,950","47,650","41,000","5,000","69,700","14,402","16,250","4,835","24,000","17,450","54,700","135,500","6,060","3,940","10,914","39,750","6,720","12,807","23,000","12,788"
176,"2015-09-15","148,000","188,500","34,400","8,510","35,500","6,870","79,300","29,600","60,900","13,800","20,750","47,250","40,850","5,060","70,300","14,645","16,500","4,800","24,050","17,500","55,200","130,500","6,080","3,890","10,964","39,950","6,690","12,807","23,000","12,742"
177,"2015-09-16","154,000","189,500","34,650","8,550","35,750","6,940","79,900","31,050","61,000","14,060","20,850","48,650","41,150","5,080","70,600","14,922","16,500","4,835","24,400","17,800","55,700","139,500","6,140","3,910","11,014","40,350","6,680","12,827","22,800","12,788"
178,"2015-09-17","149,500","192,500","35,350","8,600","35,850","6,840","78,000","30,300","60,800","13,840","21,000","48,550","42,000","5,090","71,300","14,575","17,500","4,620","23,900","17,900","55,700","136,500","6,210","3,945","11,113","40,250","6,690","12,727","22,850","12,788"
179,"2015-09-18","164,500","197,000","37,000","8,680","35,950","6,840","80,000","30,600","62,400","14,000","21,000","50,200","41,900","5,050","71,800","14,887","18,650","4,650","25,900","17,650","55,600","144,000","6,280","3,915","11,014","40,500","6,600","12,727","22,900","12,720"
180,"2015-09-21","158,500","194,500","37,000","8,530","35,950","6,830","80,200","29,550","60,000","13,660","20,950","49,050","41,300","5,060","71,700","14,506","18,300","4,550","25,800","17,600","55,400","151,000","6,230","3,895","10,914","40,150","6,420","12,707","22,850","12,583"
181,"2015-09-22","159,500","191,500","38,000","8,530","36,400","6,760","81,000","29,650","59,200","13,420","20,600","49,450","41,300","5,120","72,000","14,679","18,300","4,580","25,800","17,850","56,200","155,500","6,230","3,965","10,914","41,200","6,550","12,807","23,450","12,765"
182,"2015-09-23","143,000","186,000","37,350","8,350","36,200","6,830","78,800","28,950","56,400","13,280","19,850","48,900","40,900","5,030","71,900","14,610","17,600","4,520","24,800","17,550","55,800","156,000","6,200","3,935","10,766","40,300","6,440","12,767","23,450","13,016"
183,"2015-09-24","146,500","189,500","37,300","8,250","36,200","6,900","79,200","29,100","58,100","13,480","19,850","48,900","40,900","5,040","72,300","14,541","18,500","4,570","23,800","17,700","55,400","151,500","6,230","3,900","10,567","40,150","6,540","12,787","23,350","12,994"
184,"2015-09-25","142,500","189,500","36,750","8,360","36,200","6,910","77,800","28,550","57,600","13,760","19,950","49,100","41,700","5,030","72,200","14,575","19,300","4,645","23,900","17,700","55,600","154,000","6,220","3,940","10,567","40,100","6,430","13,027","23,250","13,062"
185,"2015-09-30","135,500","183,000","37,500","8,400","36,400","6,920","79,000","27,900","55,300","13,680","19,950","49,700","40,650","5,030","73,300","14,125","19,350","4,620","23,000","17,800","54,600","153,000","6,210","3,875","10,914","40,400","6,490","12,807","23,600","13,199"
186,"2015-10-01","140,500","184,000","37,400","8,320","36,500","7,000","80,000","29,300","55,900","13,560","20,000","48,900","41,200","5,070","73,300","14,125","20,550","4,790","23,400","18,300","55,700","147,000","6,250","3,900","11,262","40,400","6,490","12,807","25,500","13,153"
187,"2015-10-02","142,000","179,500","36,750","8,420","36,200","6,990","80,000","30,250","55,100","13,400","20,650","49,050","41,050","5,120","74,000","14,818","20,500","4,905","23,200","18,350","56,000","147,500","6,300","3,900","11,212","40,450","6,530","12,827","25,000","13,199"
188,"2015-10-05","150,500","175,500","35,700","8,430","36,500","6,940","82,400","29,450","54,800","13,500","20,850","49,100","41,000","5,100","74,700","15,095","20,800","4,845","23,900","18,300","56,200","147,000","6,350","3,920","11,212","40,050","6,550","13,007","24,900","13,245"
189,"2015-10-06","147,000","179,500","35,300","8,430","36,750","6,950","83,500","29,550","54,500","13,720","20,800","49,150","41,000","5,130","74,000","15,233","20,750","4,630","23,850","18,200","56,000","142,500","6,330","3,940","11,212","40,700","6,530","13,068","23,600","13,427"
190,"2015-10-07","158,000","178,500","35,050","8,440","36,750","6,950","83,600","28,200","53,300","13,560","20,600","49,050","41,300","5,180","74,400","15,233","20,350","4,640","23,750","18,100","56,200","146,000","6,420","3,950","11,212","41,000","6,570","13,088","24,550","13,427"
191,"2015-10-08","159,500","180,000","35,500","8,400","36,750","6,870","81,900","28,350","53,800","13,340","20,300","48,500","41,500","5,140","74,900","15,718","20,400","4,515","23,100","18,100","56,500","147,000","6,270","3,995","11,262","40,500","6,490","13,148","24,700","13,245"
192,"2015-10-12","151,000","181,500","35,400","8,480","36,750","6,820","80,700","27,250","53,700","13,080","20,200","47,600","42,500","4,980","74,500","15,822","20,400","4,390","23,000","17,600","56,900","138,000","6,270","4,000","10,914","40,500","6,450","13,148","24,700","13,336"
193,"2015-10-13","153,500","177,500","34,500","8,480","36,900","6,800","77,900","27,150","53,200","12,940","20,350","48,400","41,550","5,030","72,500","15,926","21,000","4,460","23,200","17,500","57,000","138,000","6,240","3,950","10,964","40,500","6,400","12,927","24,950","13,336"
194,"2015-10-14","148,500","177,500","34,750","8,470","36,550","6,820","76,400","27,350","51,700","12,820","20,600","48,800","41,500","5,130","72,200","15,926","22,750","4,225","22,750","17,850","57,800","132,000","6,190","4,000","10,964","39,050","6,400","12,827","25,000","13,382"
195,"2015-10-15","155,000","176,500","35,100","8,580","37,400","6,780","77,000","28,200","52,500","12,840","20,600","48,450","41,400","5,100","70,700","15,579","22,500","4,300","23,100","18,200","58,500","132,500","6,180","4,000","11,113","39,700","6,640","12,827","25,500","13,382"
196,"2015-10-16","161,000","177,500","35,100","8,460","37,450","6,770","76,400","28,350","52,900","13,340","21,000","47,350","40,950","5,070","71,600","15,960","22,500","4,195","24,700","18,100","58,800","130,000","6,090","4,000","10,865","39,250","6,650","13,108","25,100","13,313"
197,"2015-10-19","160,500","175,000","35,000","8,370","37,500","6,840","75,000","28,350","52,500","13,300","20,350","47,450","41,000","5,050","71,400","15,856","22,450","4,105","23,950","18,250","58,900","128,000","6,110","3,995","10,766","39,600","6,630","12,887","25,000","13,268"
198,"2015-10-20","163,500","177,500","35,150","8,480","37,300","6,840","76,900","27,900","52,100","13,160","20,350","47,850","41,050","5,080","71,400","16,583","22,100","4,320","25,200","18,700","59,400","132,000","6,050","3,990","10,914","39,150","6,800","12,787","25,450","13,336"
199,"2015-10-21","165,500","178,500","35,450","8,520","37,200","6,890","77,500","29,050","55,700","13,160","19,700","46,700","41,000","5,080","71,700","16,341","21,450","4,375","24,900","18,350","58,800","127,500","6,020","3,925","10,666","39,150","7,790","12,807","25,400","13,290"
200,"2015-10-22","158,000","177,000","35,250","8,470","37,100","6,840","75,200","28,500","52,900","12,700","18,300","46,150","40,400","5,040","70,800","16,341","20,450","4,345","24,200","17,850","57,900","123,000","5,980","3,885","10,666","38,950","7,400","12,727","25,000","13,199"
201,"2015-10-23","160,500","179,500","35,200","8,390","36,900","6,860","69,900","28,900","53,300","12,700","17,150","46,800","40,700","5,050","71,500","16,964","20,600","4,330","24,000","17,850","58,400","121,500","6,060","3,905","10,666","38,850","7,670","12,687","24,850","13,131"
202,"2015-10-26","164,500","181,000","35,250","8,490","36,800","6,860","71,000","28,950","53,300","12,500","17,500","47,400","40,650","5,050","71,200","17,103","21,050","4,235","25,300","17,850","58,000","121,000","6,110","3,900","10,369","38,800","7,440","12,787","24,750","13,085"
203,"2015-10-27","162,500","179,000","35,250","8,450","36,750","6,840","70,100","28,850","52,300","12,220","17,350","47,700","40,300","5,030","70,400","16,826","20,700","4,250","25,150","17,950","58,100","121,500","6,090","3,905","10,369","38,800","7,150","12,586","24,800","13,039"
204,"2015-10-28","163,000","178,000","35,050","8,420","36,800","6,870","70,900","28,400","51,800","12,000","17,300","47,200","40,350","4,990","70,600","16,826","20,900","4,220","25,450","17,650","56,700","121,000","6,040","3,930","10,369","38,850","7,290","12,346","24,900","12,971"
205,"2015-10-29","160,500","168,500","34,950","8,380","36,800","6,840","70,200","28,650","51,700","12,440","17,050","47,200","40,500","4,975","70,500","16,826","20,700","4,260","24,800","17,550","57,000","124,000","6,060","3,985","10,121","38,800","7,500","12,286","25,000","12,925"
206,"2015-10-30","160,500","158,000","34,700","8,460","37,100","6,810","68,500","28,750","49,850","12,500","17,000","44,650","40,150","4,955","69,500","16,895","19,900","4,095","24,950","17,350","56,900","120,500","6,020","4,010","9,873","37,450","7,300","11,925","24,350","12,742"
207,"2015-11-02","156,000","155,500","34,850","8,320","37,100","6,790","69,100","27,400","46,850","12,380","17,050","44,000","40,150","4,955","69,000","16,480","20,550","4,070","24,300","17,300","56,200","113,500","6,010","4,030","9,664","37,600","7,200","11,985","26,000","12,377"
208,"2015-11-03","156,000","155,000","34,800","8,450","36,950","6,780","69,100","27,000","46,450","12,440","16,850","46,050","40,300","5,000","69,500","16,757","20,200","4,060","24,100","17,250","55,500","113,500","6,010","4,025","9,585","37,900","7,250","12,126","25,200","12,377"
209,"2015-11-04","152,000","153,500","34,300","8,280","36,750","6,730","69,000","26,750","46,700","12,500","16,700","45,850","40,250","4,945","70,300","16,826","20,500","4,065","25,100","17,200","55,700","114,500","6,060","3,990","9,615","38,350","7,350","11,905","25,500","12,468"
210,"2015-11-05","153,500","153,500","34,250","8,330","36,500","6,700","69,100","27,650","45,900","12,080","16,850","45,350","40,450","4,995","69,400","17,691","21,000","4,030","25,450","17,500","55,700","115,500","6,040","3,975","9,327","38,400","7,300","11,825","24,900","12,720"
211,"2015-11-06","159,000","151,000","34,800","8,200","36,550","6,740","68,700","27,650","43,700","12,160","16,450","45,950","40,500","5,040","69,600","19,492","20,450","4,070","26,700","17,500","54,100","115,500","6,000","3,945","9,615","38,700","7,260","11,103","24,750","12,742"
212,"2015-11-09","149,500","145,000","34,850","7,880","36,300","6,720","61,500","27,150","41,000","12,120","15,300","44,100","39,600","5,040","68,500","20,288","19,450","4,040","27,000","17,000","53,900","113,000","5,950","3,955","9,873","37,650","7,320","10,542","24,200","12,742"
213,"2015-11-10","142,500","141,500","34,600","7,870","35,500","6,640","61,400","26,000","40,300","11,620","15,150","39,300","39,750","5,020","68,400","20,738","18,900","3,735","26,850","16,150","53,200","108,500","5,940","3,905","9,734","36,900","7,290","10,542","23,450","12,765"
214,"2015-11-11","141,500","142,000","34,950","8,020","35,600","6,640","60,000","25,100","40,850","11,380","14,150","39,100","39,800","4,995","67,100","20,738","19,150","3,755","26,750","16,300","53,300","105,500","5,980","3,910","9,754","36,700","7,340","10,622","22,950","12,925"
215,"2015-11-12","142,000","143,000","35,100","7,860","35,400","6,650","62,900","25,400","40,950","11,460","15,350","39,150","39,800","5,040","68,000","20,773","18,550","3,840","29,300","16,450","52,400","107,500","6,000","3,855","9,694","37,050","7,490","10,983","23,200","12,971"
216,"2015-11-13","135,000","136,500","34,700","7,800","36,200","6,570","60,700","24,850","40,000","11,400","14,700","40,000","39,500","4,995","66,800","20,634","18,850","3,840","26,950","16,450","52,600","113,000","5,960","3,860","9,625","37,350","7,320","10,763","23,400","12,742"
217,"2015-11-16","133,000","138,000","35,400","7,790","35,750","6,550","56,200","23,950","37,500","11,460","14,050","39,050","39,500","4,920","64,500","20,599","18,200","3,770","25,450","16,400","52,700","105,000","5,930","3,840","9,466","36,750","7,500","10,723","23,450","12,994"
218,"2015-11-17","147,000","142,500","35,950","7,920","35,300","6,590","60,800","23,950","38,850","11,200","14,000","39,300","39,950","4,970","66,400","20,773","17,600","3,735","26,100","15,800","53,200","113,500","5,930","3,825","10,071","37,450","7,460","11,404","23,500","13,016"
219,"2015-11-18","148,000","138,500","35,350","8,020","35,350","6,620","61,900","24,450","38,050","11,340","14,150","39,300","39,950","4,950","65,300","20,807","17,600","3,725","25,000","15,750","52,800","110,500","5,960","3,825","10,369","38,050","7,370","11,344","23,500","13,085"
220,"2015-11-19","150,000","143,500","35,350","7,840","35,250","6,670","61,700","24,900","38,850","11,040","14,500","39,300","40,150","4,955","66,700","20,738","17,000","3,750","25,450","15,500","52,500","111,500","5,990","3,830","10,369","38,850","7,360","11,304","23,100","13,016"
221,"2015-11-20","152,000","146,500","35,300","7,990","35,500","6,780","61,900","24,400","39,300","11,280","14,450","39,100","39,700","4,915","66,800","20,703","17,300","3,970","24,700","15,550","52,700","118,000","6,040","3,850","10,617","38,900","7,800","11,103","23,100","12,879"
222,"2015-11-23","157,500","145,000","34,550","7,980","35,300","6,740","61,100","25,300","41,700","11,680","14,300","39,150","39,900","4,940","66,500","19,942","17,400","3,850","24,950","15,400","52,700","116,000","5,960","3,885","10,418","38,350","7,800","11,103","22,850","12,857"
223,"2015-11-24","160,500","163,000","34,550","8,030","35,000","6,700","62,200","25,300","41,400","11,700","14,600","39,150","40,000","4,905","68,000","20,080","17,450","3,850","25,400","15,500","53,300","114,000","6,070","3,890","10,021","38,650","7,680","11,023","22,650","12,605"
224,"2015-11-25","159,500","170,500","34,300","7,850","34,500","6,710","61,700","24,650","41,150","11,520","14,900","38,650","40,050","4,910","67,900","19,872","17,400","3,875","26,650","15,850","53,600","112,500","6,160","3,925","10,071","38,250","7,540","11,063","22,200","12,583"
225,"2015-11-26","168,000","162,000","34,550","7,680","34,650","6,660","63,000","24,750","41,050","11,700","14,450","37,350","40,200","4,875","67,800","20,080","17,350","3,990","26,700","15,900","54,000","109,500","6,170","4,030","10,170","38,300","7,540","11,304","22,100","12,651"
226,"2015-11-27","165,000","159,500","35,100","7,790","34,400","6,680","63,700","24,800","40,150","11,400","14,350","37,350","40,250","4,910","67,900","19,734","17,500","3,995","26,850","15,500","53,600","108,500","6,200","4,000","10,319","38,300","7,540","11,364","21,950","12,651"
227,"2015-11-30","159,000","158,000","34,800","7,680","33,350","6,640","63,500","24,200","38,600","11,200","14,350","36,950","40,250","4,895","66,100","19,942","16,600","4,000","26,300","15,500","53,200","106,000","6,100","4,060","10,220","37,150","7,540","11,364","22,350","12,651"
228,"2015-12-01","159,000","156,500","35,200","7,760","33,200","6,680","65,000","24,000","39,050","11,280","14,400","37,000","40,700","4,875","66,200","19,942","16,700","3,935","26,300","15,850","53,400","104,000","6,180","4,130","10,121","38,000","7,500","11,364","22,300","12,468"
229,"2015-12-02","155,500","153,500","35,500","7,680","33,150","6,700","64,600","23,250","38,400","11,200","13,650","36,700","40,300","4,895","65,900","19,976","16,700","3,975","26,500","15,850","53,300","105,500","6,080","4,150","10,121","37,600","7,500","11,364","22,450","12,331"
230,"2015-12-03","155,500","154,500","35,350","7,580","32,800","6,630","64,500","22,900","37,650","10,900","13,700","36,150","40,300","4,915","66,300","20,011","16,000","3,895","29,950","15,900","52,800","106,500","6,030","4,150","10,021","37,500","7,450","11,324","22,550","12,286"
231,"2015-12-04","153,500","153,000","34,850","7,470","32,400","6,680","65,700","22,300","37,600","10,560","13,800","35,850","39,750","4,920","66,000","19,942","15,350","3,890","30,500","15,900","52,100","104,000","6,050","4,180","9,972","37,350","7,580","11,284","22,350","12,080"
232,"2015-12-07","149,000","152,000","35,050","7,590","32,550","6,640","67,000","22,050","37,700","10,300","13,300","35,650","40,300","4,775","65,400","19,630","16,600","3,720","28,800","15,950","52,400","102,000","6,040","4,190","9,873","37,000","7,570","11,745","22,000","11,989"
233,"2015-12-08","145,000","145,500","35,300","7,520","32,100","6,610","65,000","22,100","35,850","10,420","13,300","36,500","39,700","4,810","63,300","18,003","16,500","3,650","27,850","15,850","50,700","100,500","6,000","4,090","9,605","37,100","7,500","11,845","21,750","11,738"
234,"2015-12-09","143,500","144,500","35,350","7,440","32,000","6,590","63,200","23,150","34,350","10,360","13,000","36,900","39,900","4,880","62,400","18,141","16,000","3,650","27,450","15,800","50,600","97,300","5,990","4,120","9,486","37,100","7,480","11,845","21,500","11,715"
235,"2015-12-10","147,000","149,500","36,000","7,400","31,900","6,560","62,000","25,500","35,000","10,420","12,100","37,000","39,600","4,870","60,300","17,726","15,600","3,585","27,300","15,750","50,900","95,200","6,060","4,055","9,486","37,400","7,450","11,745","21,550","11,966"
236,"2015-12-11","141,500","149,000","36,000","7,390","33,000","6,550","61,000","23,800","34,800","9,740","11,500","37,100","39,550","4,850","60,300","19,388","15,450","3,515","26,350","15,250","49,700","97,700","5,950","4,075","9,267","37,150","7,300","11,544","21,500","11,623"
237,"2015-12-14","139,500","150,000","35,950","7,300","32,500","6,560","58,400","23,150","33,300","8,720","11,000","36,600","39,800","4,750","58,500","19,353","14,550","3,460","25,100","15,200","49,200","95,200","5,950","4,065","8,950","36,600","7,300","11,524","21,350","11,532"
238,"2015-12-15","140,000","146,500","35,700","7,420","32,800","6,540","60,600","23,250","33,450","7,880","10,900","36,200","40,750","4,860","58,300","19,872","14,850","3,455","25,700","15,400","47,600","93,400","5,800","4,155","8,930","36,600","7,300","11,624","20,900","11,646"
239,"2015-12-16","147,000","147,500","34,950","7,440","33,100","6,550","60,400","23,900","34,000","7,670","10,900","36,300","41,250","4,865","58,100","19,907","14,850","3,520","26,300","15,250","48,150","92,800","5,800","4,180","9,109","35,350","7,590","11,665","20,900","11,852"
240,"2015-12-17","147,000","148,000","35,300","7,680","33,050","6,590","61,400","24,350","34,600","7,830","11,250","37,100","41,000","4,935","57,800","20,219","16,000","3,635","26,650","15,400","48,350","93,600","5,690","4,280","9,595","36,000","7,300","11,524","21,000","11,760"
241,"2015-12-18","148,500","149,000","35,400","7,700","32,500","6,650","64,100","25,250","34,600","7,980","11,250","38,600","40,700","4,915","59,100","20,461","16,050","3,565","27,400","15,450","49,100","94,000","5,770","4,275","9,644","36,950","7,490","11,544","21,200","11,738"
242,"2015-12-21","148,500","152,000","35,400","7,630","32,700","6,800","64,900","25,900","39,600","7,920","11,050","39,800","40,850","4,975","59,700","21,846","15,750","3,485","28,050","16,100","49,300","96,300","5,760","4,145","9,625","37,000","7,470","11,865","21,300","11,715"
243,"2015-12-22","144,000","153,500","35,450","7,690","32,900","6,810","64,900","25,000","40,450","7,970","13,200","39,000","40,850","4,960","59,900","23,300","14,950","3,540","27,800","16,150","49,400","94,100","5,710","4,175","9,704","37,000","7,500","11,925","21,400","11,943"
244,"2015-12-23","146,000","155,000","35,400","7,730","32,700","6,810","64,900","24,700","40,550","7,920","13,750","38,950","41,500","4,925","60,000","23,542","15,050","3,570","27,450","16,400","49,050","95,000","5,650","4,270","9,565","37,450","7,500","11,905","21,450","12,149"
245,"2015-12-24","146,500","153,000","37,400","7,720","32,800","6,820","64,600","24,950","40,500","7,960","13,700","39,800","41,500","4,860","59,700","23,681","16,500","3,620","27,500","16,350","49,100","95,400","5,660","4,250","9,734","37,300","7,600","12,166","21,550","12,400"
246,"2015-12-28","147,500","152,500","37,950","7,600","33,000","6,840","65,800","25,050","42,600","7,850","13,850","39,800","41,500","4,860","59,900","23,819","17,250","3,790","27,750","16,550","49,350","94,900","5,690","4,210","9,664","36,900","7,500","12,286","21,450","12,286"
247,"2015-12-29","155,500","150,000","37,950","7,500","32,900","6,530","66,700","24,650","41,650","7,890","14,100","39,850","40,450","4,805","58,800","25,481","17,250","3,795","29,000","16,400","48,850","99,000","5,690","4,190","10,269","36,750","7,700","12,286","21,000","12,537"
248,"2015-12-30","159,000","154,000","37,900","7,730","31,550","6,430","67,600","24,500","41,900","7,860","14,200","39,950","41,500","4,840","59,300","26,624","17,750","3,880","29,350","16,450","48,250","98,300","5,770","4,200","10,071","36,750","7,740","12,466","21,500","12,742"
249,"2016-01-04","151,500","151,500","36,700","7,790","32,500","6,290","67,000","23,600","39,700","7,550","13,800","38,500","40,000","4,820","58,000","28,701","16,050","3,710","28,600","15,600","47,300","98,100","5,740","4,100","9,873","36,450","7,730","12,226","21,700","12,788"
250,"2016-01-05","148,000","152,500","37,050","7,780","33,100","6,330","66,800","23,000","39,050","7,480","13,150","39,000","40,400","4,905","58,100","28,528","15,750","3,705","29,400","15,750","47,400","96,000","5,700","4,030","9,922","36,450","7,710","12,446","21,900","12,788"
251,"2016-01-06","168,000","155,000","37,150","7,600","32,850","6,300","65,700","22,750","37,900","7,490","13,200","38,000","40,000","4,885","56,900","31,159","15,450","3,700","30,300","16,200","46,600","93,300","5,400","4,035","9,912","35,700","7,700","12,446","22,200","12,560"
252,"2016-01-07","164,500","153,000","37,950","7,570","32,750","6,300","67,700","22,950","36,450","7,110","13,400","37,000","40,350","4,820","56,900","31,609","15,250","3,650","31,000","16,000","46,450","93,200","5,440","3,995","9,912","34,950","7,660","12,246","22,300","12,697"
253,"2016-01-08","178,500","150,000","37,500","7,490","33,100","6,230","67,100","22,100","36,950","6,980","13,350","36,700","39,850","4,815","56,600","34,483","15,600","3,585","31,950","15,950","46,900","89,400","5,330","3,955","9,912","35,400","7,600","12,266","22,100","12,697"
254,"2016-01-11","171,500","147,500","37,350","7,340","32,950","6,290","68,500","22,250","35,750","6,950","14,200","35,750","39,850","4,715","56,300","38,291","14,950","3,555","31,200","15,850","46,000","90,900","5,180","3,975","9,575","34,550","7,680","11,945","22,000","12,788"
