"date_id","Symbol","A000070","A003200","A016800","A005720","A015350","A033660","A007160","A000320","A004700","A014280","A003070","A000860","A005810","A000430","A092230","A002620","A007700","A013520","A002390","A004970","A025000","A035510","A067830","A000540","A006220","A015360","A004250","A001940","A021820","A136490"
132,"2015-07-14","279,500","194,500","36,500","8,780","37,150","7,040","110,000","33,300","125,000","16,440","24,650","54,000","44,000","4,900","76,600","24,373","17,700","3,050","36,250","20,600","58,300","161,000","5,960","4,325","12,552","39,950","6,360","15,352","25,050","14,158"
133,"2015-07-15","276,000","203,500","36,000","8,880","36,950","6,970","112,500","36,700","125,500","16,520","24,500","56,200","43,000","4,870","76,500","24,269","17,200","3,080","36,200","21,450","58,700","172,500","6,010","4,365","12,254","43,000","6,360","15,533","24,800","14,524"
134,"2015-07-16","262,000","197,500","37,300","8,850","37,100","7,080","112,500","40,000","125,500","18,200","24,250","57,900","43,450","4,935","76,200","23,819","17,200","3,070","35,000","24,000","59,800","177,000","6,140","4,365","12,353","43,750","6,330","15,432","25,100","14,615"
135,"2015-07-17","256,000","202,000","36,800","8,800","37,050","7,080","106,500","38,400","125,000","18,900","24,300","58,700","43,200","4,805","77,400","23,369","16,350","3,060","35,500","22,950","59,700","176,000","6,360","4,485","12,254","42,900","6,370","15,573","25,100","15,711"
136,"2015-07-20","255,000","217,500","36,550","8,700","37,300","7,080","113,000","39,000","125,000","21,000","24,550","62,500","43,100","4,840","77,700","21,638","16,200","3,055","37,000","23,350","59,900","180,000","6,400","4,495","12,254","46,400","6,380","15,633","24,900","15,597"
137,"2015-07-21","250,000","217,500","37,500","8,770","37,300","7,080","114,000","37,850","126,000","21,100","24,150","60,800","43,250","4,915","78,700","21,950","15,650","3,400","37,450","23,550","58,300","179,500","6,320","4,505","12,403","48,800","6,130","15,633","25,350","15,460"
138,"2015-07-22","238,000","206,500","36,750","8,760","37,300","7,110","111,000","35,150","123,500","20,000","23,650","59,000","43,250","4,890","78,600","21,465","17,250","3,320","37,350","23,000","58,200","183,000","6,350","4,440","12,452","46,900","6,320","15,613","25,350","15,231"
139,"2015-07-23","246,500","204,500","37,500","8,660","37,000","7,100","111,500","34,850","123,000","19,900","22,550","56,900","42,700","4,885","79,000","21,188","18,450","3,435","38,900","23,400","58,100","216,500","6,450","4,360","12,254","43,500","6,350","14,631","25,900","14,889"
140,"2015-07-24","270,000","210,000","37,350","8,600","36,900","7,080","106,500","35,550","125,500","19,180","22,750","57,400","42,300","4,880","77,700","19,803","18,000","3,410","39,400","23,050","57,500","216,500","6,320","4,355","12,204","42,050","6,350","14,170","25,300","14,638"
141,"2015-07-27","225,500","201,000","36,950","8,600","37,300","6,730","100,000","33,500","122,000","18,580","21,650","54,500","41,000","4,805","76,400","17,830","18,450","3,360","35,900","22,600","57,600","204,000","6,190","4,275","12,105","41,600","6,370","13,669","25,400","14,661"
142,"2015-07-28","227,000","201,500","35,950","8,670","37,050","6,870","98,500","34,700","123,000","18,100","22,000","57,100","40,000","4,740","74,100","18,107","17,650","3,260","35,200","22,400","57,400","197,000","6,190","4,295","12,502","42,700","6,370","13,569","25,150","14,798"
143,"2015-07-29","189,000","202,500","35,850","8,670","37,000","6,950","100,000","34,700","124,000","19,420","22,600","54,800","40,400","4,795","73,400","18,038","17,950","3,240","32,400","22,700","56,700","182,500","6,150","4,300","12,254","42,000","6,330","13,288","25,600","14,935"
144,"2015-07-30","179,000","201,500","35,100","8,670","36,750","6,930","95,500","31,900","123,000","18,380","22,350","51,700","40,400","4,800","74,800","16,930","17,500","3,180","30,700","22,250","56,300","165,500","6,110","4,270","12,055","40,600","6,000","13,268","24,950","15,094"
145,"2015-07-31","191,500","201,500","34,850","8,700","36,300","6,950","100,500","32,700","123,000","18,600","22,300","52,500","40,200","4,800","73,800","17,657","17,150","3,190","32,100","22,100","56,700","177,000","6,150","4,370","11,807","41,250","6,300","13,829","25,100","14,843"
146,"2015-08-03","189,500","203,000","34,400","8,730","36,250","6,930","97,500","34,600","123,500","18,380","22,100","51,500","39,850","4,750","73,600","16,272","19,450","3,125","29,550","21,650","56,400","179,500","6,150","4,260","11,659","40,950","6,100","12,727","24,450","15,049"
147,"2015-08-04","199,000","201,000","34,500","8,770","36,450","6,930","100,500","34,600","123,500","18,300","22,450","53,300","40,600","4,810","73,900","16,064","19,450","3,270","30,350","21,600","56,000","176,500","6,290","4,295","11,460","41,500","6,160","13,709","24,500","15,346"
148,"2015-08-05","206,500","199,000","35,200","8,820","36,450","6,880","104,000","38,400","122,500","18,840","22,400","55,100","40,250","4,845","73,600","16,376","19,700","3,260","31,150","22,000","57,000","184,000","6,300","4,315","11,510","40,350","6,260","13,448","24,500","15,780"
149,"2015-08-06","224,000","190,000","35,100","8,650","36,550","6,870","102,000","40,450","123,000","19,000","23,900","54,100","40,350","4,825","75,300","16,445","19,500","3,210","31,100","21,700","56,600","180,000","6,290","4,310","12,204","40,250","6,290","13,128","24,600","16,054"
