"date_id","TRD_DD","ISU_CD","PE","sig.s","sig.p"
125,20150703,"KR7003200003",0.150902744960555,0.00130285717670363,0.00863375399197799
125,20150703,"KR7004250007",NA,NA,NA
125,20150703,"KR7004700001",NA,NA,NA
125,20150703,"KR7004970000",0.0793658246568232,0.00076839228657023,0.00968165189352909
125,20150703,"KR7005720008",0.17582577178165,0.00088229613013332,0.00501801369158217
125,20150703,"KR7005810007",0.30473848823717,0.00151873880724752,0.00498374463965156
125,20150703,"KR7006220008",0.0640803252666716,0.00160239442953005,0.0250060283380531
125,20150703,"KR7007160005",0.141431635353048,0.000602174338522304,0.00425770611376393
125,20150703,"KR7007700008",0.0959158087312895,0.00140719748481423,0.0146711736410056
125,20150703,"KR7013520002",0.0235209839523677,0.000876813793079544,0.0372779384933545
125,20150703,"KR7014280002",0.388179087246083,0.00150837902262379,0.00388578125968842
125,20150703,"KR7015350002",0.170392177494105,0.000914975603415294,0.005369821648338
125,20150703,"KR7015360001",0.327924532523658,0.000378199863073798,0.00115331372179821
125,20150703,"KR7016800005",0.378114345777594,0.00154913843706033,0.00409701047939484
125,20150703,"KR7021820006",0.294664839703212,0.00131719110690958,0.00447013328171851
125,20150703,"KR7025000001",0.384267432138206,0.00235069740712946,0.00611734747867993
125,20150703,"KR7033660002",0.457743511670882,0.00131626099637093,0.00287554266267202
125,20150703,"KR7035510007",0.155116466582998,0.00147123678734729,0.00948472344527056
125,20150703,"KR7067830000",0.162954240763682,0.00133162584399943,0.00817177778104328
125,20150703,"KR7092230002",0.392108681617744,0.00146176126536707,0.00372794924951981
125,20150703,"KR7136490000",0.138149373153836,0.0011151800677821,0.00807227743654179
126,20150706,"KR7000070003",0.136801792937311,0.00107997176721709,0.00789442699564607
126,20150706,"KR7000320002",0.062084172085588,0.00110990350890853,0.0178773988864414
126,20150706,"KR7000430009",0.28876420451867,0.00147508317384975,0.00510826186475746
126,20150706,"KR7000540005",0.483291953138492,0.00246417532787772,0.00509873030551285
126,20150706,"KR7000860007",0.41651059920348,0.000724906997073333,0.00174042869127369
126,20150706,"KR7001940006",0.172875144794043,0.00090075779589354,0.0052104528789646
126,20150706,"KR7002390003",0.0217444883545886,0.000462452486776147,0.0212675726940505
126,20150706,"KR7002620003",0.120461175642037,0.000806499636201732,0.00669510015906144
126,20150706,"KR7003070000",0.0993870008566779,0.0014854643141267,0.0149462636091498
126,20150706,"KR7003200003",0.306709470656869,0.00160555399446344,0.00523477149572487
126,20150706,"KR7004250007",0.55632154182896,0.00221372241536404,0.00397921390583981
126,20150706,"KR7004700001",NA,NA,NA
126,20150706,"KR7004970000",0.44083293762745,0.00244662917963871,0.0055500144630898
126,20150706,"KR7005720008",0.11428353599275,0.000477938513558884,0.00418204170362039
126,20150706,"KR7005810007",0.225429880670388,0.000956187954463225,0.00424162028396455
126,20150706,"KR7006220008",0.0848894126499734,0.00102051287603843,0.0120216743664647
126,20150706,"KR7007160005",0.147505432510502,0.000965336989566155,0.00654441652172657
126,20150706,"KR7007700008",0.087193970355062,0.00115405850411766,0.0132355310742042
126,20150706,"KR7013520002",0.100611724346079,0.00159842513741981,0.015887066321631
126,20150706,"KR7014280002",0.167905244008454,0.000927695968841428,0.00552511611129143
126,20150706,"KR7015350002",0.425898093605047,0.000595816468765752,0.00139896486439377
126,20150706,"KR7015360001",0.268281273600908,0.00079391751389786,0.0029592729423183
126,20150706,"KR7016800005",0.73701944879752,0.00302917814111486,0.00411003827111632
126,20150706,"KR7021820006",0.424474425558011,0.00249617833476621,0.00588063304752637
126,20150706,"KR7025000001",0.160930064679547,0.00134004702210727,0.0083268904711848
126,20150706,"KR7033660002",0.239710802635934,0.0015452646375433,0.00644637046203631
126,20150706,"KR7035510007",0.130715945012057,0.00176935780070805,0.0135358987807099
126,20150706,"KR7067830000",0.279797905509821,0.0015842326880272,0.00566206056882577
126,20150706,"KR7092230002",0.342747732259588,0.00164465146630791,0.00479843135785444
126,20150706,"KR7136490000",0.262129083927372,0.00136795922946457,0.00521864727472818
127,20150707,"KR7000070003",0.02016297742922,0.00128067995194048,0.0635164105319351
127,20150707,"KR7000320002",0.0448810988465496,0.0010283665674283,0.022913132562648
127,20150707,"KR7000430009",0.233713485212916,0.00171237397545185,0.00732680860880515
127,20150707,"KR7000540005",NA,NA,NA
127,20150707,"KR7000860007",0.35331902850252,0.00165750597868838,0.004691244583439
127,20150707,"KR7001940006",0.13897236664614,0.00152390243199749,0.0109655068037932
127,20150707,"KR7002390003",0.0138208901083498,0.000911738848181618,0.0659681714443844
127,20150707,"KR7002620003",0.0459915384410963,0.00136480694241608,0.0296751747968609
127,20150707,"KR7003070000",0.0487735034832044,0.000884247316274094,0.0181296657636783
127,20150707,"KR7003200003",0.264919831205452,0.00162668328258057,0.00614028506351811
127,20150707,"KR7004250007",0.317215076322224,0.000875540582070792,0.00276008502566071
127,20150707,"KR7004700001",0.527796772367291,0.00139458512309831,0.00264227671731162
127,20150707,"KR7004970000",0.0872033870342126,0.00216123160428361,0.0247838034483189
127,20150707,"KR7005720008",0.362885959373062,0.00161393777631288,0.00444750681206072
127,20150707,"KR7005810007",0.236657124177588,0.00108271702425191,0.00457504513339491
127,20150707,"KR7006220008",0.148472118108647,0.00177355035322692,0.0119453428416041
127,20150707,"KR7007160005",0.0201145297041552,0.000603700575743575,0.0300131588768325
127,20150707,"KR7007700008",0.106669339808785,0.00132889569520457,0.0124580849341221
127,20150707,"KR7013520002",0.0744413309752871,0.000824455413447777,0.0110752374070458
127,20150707,"KR7014280002",0.20153194393592,0.00152104573965524,0.00754741759519216
127,20150707,"KR7015350002",0.203720720146958,0.00235089397293101,0.0115397882514608
127,20150707,"KR7015360001",0.201880326309771,0.00126955780651581,0.00628866531832214
127,20150707,"KR7016800005",0.579920941489523,0.00208660158089976,0.00359807937878624
127,20150707,"KR7021820006",0.41065563361236,0.00167361144934735,0.00407546204742235
127,20150707,"KR7025000001",0.299640514995761,0.00136607878851849,0.00455905900621555
127,20150707,"KR7033660002",0.102499802630789,0.000856987172520952,0.00836086656291307
127,20150707,"KR7035510007",0.155445647920163,0.00173830081322412,0.0111826920629963
127,20150707,"KR7067830000",0.297874184164141,0.00212411092940433,0.00713089969634247
127,20150707,"KR7092230002",0.120659559347945,0.00147274484136328,0.0122057866722051
127,20150707,"KR7136490000",0.201213546511114,0.00239258836514521,0.0118907916819261
128,20150708,"KR7000070003",0.0247071800712312,0.000933283372674558,0.0377737714293532
128,20150708,"KR7000320002",0.0549018297276542,0.000665629603896672,0.0121239967264951
128,20150708,"KR7000430009",0.107062255113486,0.00126504329431717,0.0118159597233985
128,20150708,"KR7000540005",0.128662288422178,0.000752004278503186,0.00584479172355183
128,20150708,"KR7000860007",0.134396212642369,0.001441583695008,0.0107263714256896
128,20150708,"KR7001940006",0.361981101252715,0.00151510673327042,0.00418559623148021
128,20150708,"KR7002390003",0.0329907835537561,0.000654339656602079,0.019834013809823
128,20150708,"KR7002620003",0.0405182453192297,0.00116899668930523,0.0288511183071994
128,20150708,"KR7003070000",0.132125559483408,0.00199582995566581,0.0151055553783024
128,20150708,"KR7003200003",0.0929571476276754,0.00149502329585697,0.0160829299737664
128,20150708,"KR7004250007",0.252329471298944,0.00173067209111177,0.0068587790486882
128,20150708,"KR7004700001",0.669967168128112,0.00217824320296021,0.00325126857939356
128,20150708,"KR7004970000",0.114628838235264,0.00181357229825485,0.0158212569033691
128,20150708,"KR7005720008",0.224297010661054,0.000991348789401001,0.00441980384169754
128,20150708,"KR7005810007",0.149198279582168,0.000990006739500675,0.00663551042460548
128,20150708,"KR7006220008",0.0957470437772906,0.00172943866354479,0.0180625802668905
128,20150708,"KR7007160005",0.0374555919611682,0.000534179296968804,0.0142616701271898
128,20150708,"KR7007700008",0.0978922877411306,0.00117625822780993,0.0120158416454671
128,20150708,"KR7013520002",0.065985919885091,0.000994015333396151,0.0150640520754601
128,20150708,"KR7014280002",0.174501997622616,0.00131203864656284,0.00751876003964325
128,20150708,"KR7015350002",0.431631937689793,0.000716282249546644,0.001659474628732
128,20150708,"KR7015360001",0.3070645957095,0.00117873596328748,0.00383872312131558
128,20150708,"KR7016800005",0.438049893645142,0.00150183146406792,0.0034284484161627
128,20150708,"KR7021820006",0.250917712659865,0.00151625546487457,0.00604283949826192
128,20150708,"KR7025000001",0.499576540278905,0.00195163471624043,0.00390657798933246
128,20150708,"KR7033660002",0.361372695537303,0.00138471581866969,0.00383182192725114
128,20150708,"KR7035510007",0.114025812949716,0.00213946452775171,0.0187629842086299
128,20150708,"KR7067830000",0.0659233485159885,0.000593293424362306,0.00899974648918833
128,20150708,"KR7092230002",0.286608075348514,0.00264169655504511,0.00921710440933259
128,20150708,"KR7136490000",0.0917214034968903,0.000936961675149779,0.010215300239944
129,20150709,"KR7000070003",0.0396794418132596,0.00096513746090063,0.0243233628497796
129,20150709,"KR7000320002",0.105042897834684,0.000673640641969785,0.00641300512320173
129,20150709,"KR7000430009",0.251637039896202,0.00152062438598814,0.00604292749038611
129,20150709,"KR7000540005",0.248382913493411,0.00220459074818105,0.00887577457392027
129,20150709,"KR7000860007",0.0984005630194379,0.00054058497782703,0.00549371834102456
129,20150709,"KR7001940006",0.141411251205828,0.00294868309706523,0.0208518280682868
129,20150709,"KR7002390003",0.0272572164275872,0.00079861972029817,0.0292993865466718
129,20150709,"KR7002620003",0.046439799470665,0.000632580498695917,0.0136215165850469
129,20150709,"KR7003070000",0.0648496031313331,0.00103301472229545,0.0159293915832206
129,20150709,"KR7003200003",0.0968762657260117,0.00149913742661159,0.0154747647979278
129,20150709,"KR7004250007",0.143148389689921,0.00143269128434139,0.0100084345164119
129,20150709,"KR7004700001",0.145831635577888,0.000961783838898455,0.00659516596030202
129,20150709,"KR7004970000",0.150715960319506,0.00176224195483786,0.0116924707317132
129,20150709,"KR7005720008",0.18043585643381,0.00084781622286091,0.00469871254869963
129,20150709,"KR7005810007",0.136449136860159,0.000821055816759682,0.00601730311860565
129,20150709,"KR7006220008",0.211149743224449,0.00125890946015881,0.00596216429598311
129,20150709,"KR7007160005",0.027924809705717,0.000531928052560326,0.0190485828969293
129,20150709,"KR7007700008",0.117575011096352,0.0014143729670483,0.0120295371768176
129,20150709,"KR7013520002",0.0752511368324347,0.00116176679091767,0.0154385281049591
129,20150709,"KR7014280002",0.0330606756569214,0.000701096693942462,0.021206363149317
129,20150709,"KR7015350002",0.0866986242647798,0.000460464854220289,0.00531109758805419
129,20150709,"KR7015360001",0.251186174999517,0.00104558126938039,0.00416257490836191
129,20150709,"KR7016800005",0.681857664243672,0.00299245622418148,0.00438868165763123
129,20150709,"KR7021820006",0.189568462235861,0.00148220042786125,0.00781881337422625
129,20150709,"KR7025000001",0.229674185291239,0.00168065508726177,0.00731756198516872
129,20150709,"KR7033660002",0.0407203627701053,0.000471659533728286,0.0115828912524953
129,20150709,"KR7035510007",0.215930782364657,0.00254401066622625,0.0117816025967525
129,20150709,"KR7067830000",0.283744613244267,0.00115597155999794,0.0040739859226959
129,20150709,"KR7092230002",0.272715235421621,0.00197058170821238,0.00722578518638989
129,20150709,"KR7136490000",0.0926774387759109,0.00113199821915661,0.0122143882492666
130,20150710,"KR7000070003",0.0673651419297877,0.000838998047030706,0.0124544834761153
130,20150710,"KR7000320002",0.0555377279465909,0.000931493355643335,0.0167722625696738
130,20150710,"KR7000430009",0.245748094953219,0.00150605457054672,0.00612844860845581
130,20150710,"KR7000540005",0.145230879962653,0.00081353959740541,0.00560169846533064
130,20150710,"KR7000860007",0.0643409462226467,0.000497940471896731,0.00773909152926734
130,20150710,"KR7001940006",0.184821984692255,0.00223422043620833,0.0120884993196481
130,20150710,"KR7002390003",0.0638686713694435,0.00104432298885437,0.0163510993177478
130,20150710,"KR7002620003",0.13041033476574,0.00114635940962026,0.00879040308944457
130,20150710,"KR7003070000",0.158812546197326,0.00128980810267817,0.00812157561579279
130,20150710,"KR7003200003",0.180293274229782,0.0013330966767384,0.00739404552074071
130,20150710,"KR7004250007",0.202638927044228,0.00196608914189279,0.00970242574105055
130,20150710,"KR7004700001",0.540420834454441,0.00238761915960656,0.00441807385538139
130,20150710,"KR7004970000",0.273940440088731,0.00215484923677942,0.00786612314735804
130,20150710,"KR7005720008",0.249110159211664,0.00090406028518603,0.00362915863426456
130,20150710,"KR7005810007",0.127145247263721,0.00120249092738805,0.00945761601999856
130,20150710,"KR7006220008",0.24582196803539,0.00204928452116324,0.00833645803725813
130,20150710,"KR7007160005",0.124613498039777,0.0019357868762854,0.015534327394192
130,20150710,"KR7007700008",0.0773850786089572,0.00102137090201108,0.0131985509399335
130,20150710,"KR7013520002",0.458882798529531,0.00232651456048531,0.0050699537396924
130,20150710,"KR7014280002",0.0752347631010027,0.00106822384909761,0.014198540741911
130,20150710,"KR7015350002",0.601449265471148,0.00113342978205377,0.00188449774091234
130,20150710,"KR7015360001",0.434339115515328,0.000654110392971956,0.00150599006537985
130,20150710,"KR7016800005",0.555988906764844,0.0017006268977439,0.00305874249836999
130,20150710,"KR7021820006",0.30876303333153,0.00186541586604552,0.00604157773007285
130,20150710,"KR7025000001",0.283757467085698,0.000935402610876965,0.00329648632856757
130,20150710,"KR7033660002",0.384194908111996,0.00116859332755361,0.00304166792135868
130,20150710,"KR7035510007",0.105124316054003,0.00241473275360928,0.0229702588730168
130,20150710,"KR7067830000",0.157658513697908,0.000953545418993482,0.00604816953190733
130,20150710,"KR7092230002",0.0602195566891617,0.000559558505412126,0.00929197317576461
130,20150710,"KR7136490000",0.316088035960265,0.00189647263650752,0.00599982416527123
131,20150713,"KR7000070003",0.0474753959022927,0.00076116249532607,0.0160327782603981
131,20150713,"KR7000320002",0.105799339649146,0.000749040196439834,0.0070798192023109
131,20150713,"KR7000430009",0.195462003964217,0.00140674571359306,0.00719702901363167
131,20150713,"KR7000540005",0.158711282071019,0.000919892284954977,0.00579601067391889
131,20150713,"KR7000860007",0.0579486143415865,0.000965323063379419,0.0166582596382578
131,20150713,"KR7001940006",0.426513156255887,0.00480554169320896,0.0112670421128249
131,20150713,"KR7002390003",0.0751664745991827,0.000998380324273751,0.0132822555480686
131,20150713,"KR7002620003",0.06778316975103,0.00129976320123779,0.0191753086498
131,20150713,"KR7003070000",0.0230305196011909,0.00103503093515522,0.0449417100907135
131,20150713,"KR7003200003",0.198155858902163,0.00139373677934242,0.0070335380798938
131,20150713,"KR7004250007",0.184811693972366,0.00153875388153921,0.00832606340251009
131,20150713,"KR7004700001",NA,NA,NA
131,20150713,"KR7004970000",NA,NA,NA
131,20150713,"KR7005720008",0.273121658718388,0.00127046947244024,0.00465166138197118
131,20150713,"KR7005810007",0.134129359423891,0.000832555624700576,0.00620710952677734
131,20150713,"KR7006220008",0.118032510082989,0.00224217107262181,0.0189962161360911
131,20150713,"KR7007160005",0.185692060643249,0.00182240023784968,0.00981409884481205
131,20150713,"KR7007700008",0.200990409361253,0.00134481805230162,0.00669095633257051
131,20150713,"KR7013520002",0.210093074055765,0.00124407162464935,0.00592152611522612
131,20150713,"KR7014280002",0.223198649070667,0.00170253046537806,0.00762787083374784
131,20150713,"KR7015350002",0.325367184542546,0.00271342490646277,0.00833957766908099
131,20150713,"KR7015360001",0.149381406655166,0.00121167289434802,0.00811126981248116
131,20150713,"KR7016800005",0.0505398745208122,0.00182921068368981,0.0361934156155562
131,20150713,"KR7021820006",0.160610153038017,0.0014592803386714,0.00908585360930443
131,20150713,"KR7025000001",0.379003156407294,0.00144920901669279,0.00382373864753624
131,20150713,"KR7033660002",0.414774309244627,0.00142316729426042,0.00343118477335842
131,20150713,"KR7035510007",0.259727999908003,0.00180335497105508,0.00694324436215518
131,20150713,"KR7067830000",NA,NA,NA
131,20150713,"KR7092230002",0.40165095461394,0.0020841165230259,0.00518887481552014
131,20150713,"KR7136490000",0.264998802230794,0.000762990247289295,0.00287922149408354
132,20150714,"KR7000070003",0.0575211434431951,0.000660380898615728,0.0114806636148999
132,20150714,"KR7000320002",0.0249912818625657,0.000517728986810676,0.0207163838036727
132,20150714,"KR7000430009",0.0809488238206915,0.00161208109445429,0.0199148180092794
132,20150714,"KR7000540005",0.19671030688394,0.001428619612573,0.00726255596467495
132,20150714,"KR7000860007",0.155612009566228,0.000674248116982256,0.00433287969779286
132,20150714,"KR7001940006",0.324534171308579,0.00252577318191355,0.00778276497580883
132,20150714,"KR7002390003",0.085848203881381,0.000710134487714372,0.00827197839451115
132,20150714,"KR7002620003",0.0764484380378229,0.0015536890125524,0.0203233584940442
132,20150714,"KR7003070000",0.0877879524445202,0.000911573578059608,0.0103838118178653
132,20150714,"KR7003200003",0.100871428090185,0.00108462784712234,0.0107525774905517
132,20150714,"KR7004250007",0.506867103788214,0.00270867546159486,0.00534395592326037
132,20150714,"KR7004700001",0.803705155594332,0.00243352540867006,0.00302788328746067
132,20150714,"KR7004970000",0.13004861611073,0.00120147626076341,0.00923867009657689
132,20150714,"KR7005720008",0.213295552925336,0.000574228193659043,0.00269217142965963
132,20150714,"KR7005810007",0.0872982073978147,0.00055328229497569,0.00633784256822598
132,20150714,"KR7006220008",0.155684562922181,0.0020222537464506,0.0129894300918032
132,20150714,"KR7007160005",0.159460365948402,0.00186742404228249,0.0117108977593012
132,20150714,"KR7007700008",0.0809388342530748,0.00102110521382755,0.0126157637832393
132,20150714,"KR7013520002",0.0971658185101553,0.000810892005901932,0.0083454451198513
132,20150714,"KR7014280002",0.323470474467193,0.00142714068305704,0.00441196583832812
132,20150714,"KR7015350002",0.338362088583343,0.00357319907809236,0.0105602820134273
132,20150714,"KR7015360001",0.0811059581714749,0.000735883347040271,0.00907311082478627
132,20150714,"KR7016800005",0.0909056725689165,0.00188990485624237,0.0207897351489217
132,20150714,"KR7021820006",0.472121303640864,0.00176146045318583,0.00373094888877487
132,20150714,"KR7025000001",0.207578924638955,0.000914434084114825,0.00440523567460094
132,20150714,"KR7033660002",0.33322519228679,0.00100954204945962,0.00302960902365017
132,20150714,"KR7035510007",0.533145749621647,0.00282309268373804,0.0052951611932412
132,20150714,"KR7067830000",0.313826281699633,0.00145822585808803,0.00464660209524364
132,20150714,"KR7092230002",0.326391326212064,0.000698961239831184,0.00214148227510511
132,20150714,"KR7136490000",0.169382977736,0.00160650093852382,0.00948442966345596
133,20150715,"KR7000070003",0.058294474041161,0.00101264877694064,0.0173712653488497
133,20150715,"KR7000320002",0.0746177449203609,0.00105740396468508,0.0141709450722967
133,20150715,"KR7000430009",0.287025872890063,0.00188352838771592,0.00656222510100111
133,20150715,"KR7000540005",NA,NA,NA
133,20150715,"KR7000860007",0.0633563781857999,0.00107235867485549,0.0169258203445701
133,20150715,"KR7001940006",0.448202993939058,0.00340042743305971,0.00758680213885869
133,20150715,"KR7002390003",0.1198838155207,0.000690219160279634,0.00575740067399221
133,20150715,"KR7002620003",0.366644383984411,0.00154186701550619,0.00420534742343617
133,20150715,"KR7003070000",0.0707524211105442,0.00105279766122869,0.0148800231102168
133,20150715,"KR7003200003",0.0676593942143657,0.00129077549235461,0.0190775502403264
133,20150715,"KR7004250007",0.375630837362365,0.00123185716358944,0.00327943566145793
133,20150715,"KR7004700001",NA,NA,NA
133,20150715,"KR7004970000",0.11226026645598,0.00134110481450366,0.0119463890193912
133,20150715,"KR7005720008",0.365575027169709,0.00146307559140344,0.00400212126832244
133,20150715,"KR7005810007",0.437417118130355,0.00114740961230046,0.00262314748267013
133,20150715,"KR7006220008",0.242411952164236,0.00198231835822283,0.00817747780389885
133,20150715,"KR7007160005",0.0912945927579287,0.00160931916179068,0.0176277599053195
133,20150715,"KR7007700008",0.124335949204851,0.00114010944075625,0.00916958810422433
133,20150715,"KR7013520002",0.329893942382571,0.00175588395713724,0.00532257107983202
133,20150715,"KR7014280002",0.222484825710086,0.00111036324293017,0.00499073696098743
133,20150715,"KR7015350002",0.542431177276139,0.00229380691620673,0.00422875198237178
133,20150715,"KR7015360001",0.030148899344857,0.00108509543655914,0.03599121228763
133,20150715,"KR7016800005",0.234368259948465,0.00301231633910205,0.0128529193320138
133,20150715,"KR7021820006",0.442877409348882,0.00265040127728737,0.00598450320865086
133,20150715,"KR7025000001",0.158082059482037,0.000969227421092353,0.00613116646043244
133,20150715,"KR7033660002",0.385632591966359,0.00221799213371985,0.00575156815042579
133,20150715,"KR7035510007",0.136823840528279,0.00169927697335444,0.0124194509289719
133,20150715,"KR7067830000",0.682693727053281,0.0019460752732484,0.00285058320610073
133,20150715,"KR7092230002",0.244727378282093,0.00171222159110638,0.00699644479144764
133,20150715,"KR7136490000",0.182567322755474,0.00126995238755866,0.00695607717959257
134,20150716,"KR7000070003",0.0540526345224649,0.000797933997409556,0.014762166626271
134,20150716,"KR7000320002",0.0494606272891816,0.00108689329614026,0.021974919359302
134,20150716,"KR7000430009",0.302983532216678,0.00217606979611642,0.00718213884495942
134,20150716,"KR7000540005",0.642930073490761,0.00280407052907961,0.00436139269991686
134,20150716,"KR7000860007",0.0635885679671283,0.000757722190534055,0.0119160128110725
134,20150716,"KR7001940006",0.245868825439612,0.00146550021075179,0.00596049624482276
134,20150716,"KR7002390003",0.0885492156443987,0.000739807026009134,0.00835475526943227
134,20150716,"KR7002620003",0.13316897240576,0.00135724348416275,0.0101918897446117
134,20150716,"KR7003070000",0.144446070162725,0.00120204936248545,0.00832178654034192
134,20150716,"KR7003200003",0.230976514665777,0.00142598135485834,0.00617370712741826
134,20150716,"KR7004250007",0.371303636437722,0.00210050559039489,0.00565711020378655
134,20150716,"KR7004700001",0.739686926570041,0.0022048756769404,0.00298082282887504
134,20150716,"KR7004970000",0.0384230691827052,0.00141548317087263,0.0368394092658731
134,20150716,"KR7005720008",0.316939101741435,0.00115589498265075,0.00364705704124117
134,20150716,"KR7005810007",0.182478223406132,0.000654209528705559,0.00358513753857369
134,20150716,"KR7006220008",0.171269299208367,0.00159607047798401,0.00931906935662898
134,20150716,"KR7007160005",0.066598967110495,0.00124082747358901,0.0186313320975436
134,20150716,"KR7007700008",0.338729622213698,0.00144600656667838,0.00426891087123794
134,20150716,"KR7013520002",0.300260101163137,0.00115394862500169,0.00384316337912219
134,20150716,"KR7014280002",0.0290246772574949,0.000866142893827041,0.0298416029278459
134,20150716,"KR7015350002",0.367711523248896,0.000766249712459905,0.00208383383172152
