"stock2","dg","mm","espread","qspread","rspread","adv_selection","amihud","volatility","volume","dvolume","nr_trades","price","ret","mktcap","sig.s","sig.p","PE","month","pre_mm","post_mm","post_mm2","prolong","Ksq"
70,7,0,0.371323658695652,0.271602216521739,0.0214024612086956,0.337636736408696,0.198406681904737,5.4696989520399,105.973402173913,23.2407119902173,13105.3782608696,244.126086956522,-8.47719940415352,2090.76196686522,0.000931835041822079,0.0204393507247694,0.0553795135195889,201507,1,0,0,0,0
70,8,0,0.345106331,0.316060051,0.041407025,0.30290486764,0.272527684893742,4.19706160533648,57.4921,11.55512595,8085.9,201.475,-6.52741514360314,1725.486499725,0.000998598610814676,0.0165775937531915,0.0719792587797948,201508,1,0,0,0,0
70,9,0,0.3814608645,0.3658819895,0.050168098,0.32960184655,0.404324302513579,5.03099984186825,71.4314,10.474542575,8631.735,148.5,-18.2701232384859,1271.7942435,0.00120970297414546,0.0167372473948218,0.0941480971918765,201509,1,0,0,0,0
70,10,0,0.361039945238095,0.343125843809524,0.0586896947619048,0.304525448571429,0.489893061909272,3.25219007664834,33.5875714285714,5.22335604761905,4094.14285714286,156.452380952381,18.4501845018451,1339.90058907143,0.00126864626523769,0.00873274451248021,0.156105000877748,201510,1,0,0,0,0
70,11,0,0.380728994761905,0.35715173952381,0.0502283357142857,0.331351545238095,0.610142137692948,3.59878239168876,28.5275714285714,4.34120214285714,4433.14285714286,151.738095238095,-2.34703293485444,1299.52616864286,0.00132958923502815,0.00887707565019224,0.170334769273201,201511,1,0,0,0,0
70,12,0,0.384033352380952,0.365043167619048,0.122718729047619,0.257585902380952,0.773201659349057,2.42536509329541,14.3441428571429,2.1349215,3221.7619047619,148.5,2.22044604925031e-14,1271.7942435,0.00135532668495756,0.00744735595697269,0.20410095089696,201512,1,0,0,0,0
70,13,0,0.38768049102,0.3417708985,-0.013401292,0.411606784,0.572060754159966,4.07255587333549,40.24385,6.716531175,4953.7425,166.25,5.63854419520817,1423.81005375,0.00122080849210788,0.0117150673173364,0.138175529795686,201601,1,0,0,0,0
70,14,0,0.385461062777778,0.342295601111111,0.0997430961111111,0.291988252905556,0.468297919743951,3.73164508364145,33.7742777777778,5.63492075,4241.22222222222,167.416666666667,6.05863338674208,1433.80170325,0.00123497248963032,0.00947424629353001,0.166382792914923,201602,1,0,0,0,0
70,15,0,0.32988828,0.309047944444444,0.0753928172222222,0.248740226111111,0.355667551844848,2.43619949006293,25.9045,4.60101233333333,4515.38888888889,178.694444444444,-8.75706214689265,1530.38764841667,0.00121718099768818,0.00782902390119409,0.16812930769203,201603,1,0,0,0,0
70,16,0,0.349073724166667,0.33194795625,0.0695205154166667,0.281036326666667,0.412972436346592,1.69762900846768,19.5434166666667,3.1433085,3115.29166666667,161.375,0.928792569659409,1382.059232625,0.00130353300572837,0.00601511036852044,0.261568084623067,201604,0,1,0,0,0
70,17,0,0.356496998,0.355164603,0.0849148925,0.272695578,0.782926696783252,2.21415760756855,14.0427,2.14739615,2699.5,153,-9.81595092024538,1310.333463,0.00136186055455987,0.00621945842907585,0.261144459517353,201605,0,1,0,0,0
70,18,0,0.372860842857143,0.364046441428571,0.109873209047619,0.264482792857143,0.766969640466633,1.77630366932352,12.1084185714286,1.84049616666667,2556.42857142857,152.047619047619,-0.340136054421769,1302.17701442857,0.00137357387779899,0.00643357546555147,0.280725140508391,201606,0,1,0,0,0
70,19,0,0.404723002876191,0.389448652857143,0.173993699709524,0.219088153442857,0.542365623018663,1.61243197920765,20.7084761904762,2.77119607142857,3447.09523809524,134.357142857143,-17.7474402730375,1150.67098221429,0.00145648665345021,0.00676225339735433,0.26221413823962,201607,0,1,0,0,0
70,20,0,0.442230788181818,0.437588577272727,0.179120539090909,0.264695101363636,0.654677735406234,1.72408306750083,15.9753636363636,1.96405602272727,2661.04545454545,122.795454545455,-0.414937759336109,1051.65355029545,0.00169688677134562,0.00535989877037791,0.352773602491324,201608,0,1,0,1,0
70,21,0,0.434090423157895,0.423975673684211,0.0507335494736842,0.381413065789474,0.585165292361623,1.35087471367252,15.6326315789474,1.95321976315789,2502.05263157895,126.157894736842,12.9166666666667,1080.45039931579,0.00162033669416621,0.0069114464981246,0.265110697756664,201609,0,1,0,1,0
70,22,0,0.421931648,0.419360501,0.1467010915,0.277117905,1.09794657143154,2.35894328542572,9.83715,1.279167975,2078.027,129.25,-7.74907749077491,1106.93202675,0.00159558618973648,0.00565318407721098,0.332241426362662,201610,0,1,0,1,0
70,23,0,0.448262493654545,0.442913766159091,0.0910713918181818,0.359866527272727,1.66600059294531,2.67063577237168,9.59063636363636,1.20878645454545,1707.59090909091,126.795454545455,-1.99999999999997,1085.91063429545,0.00149672953733044,0.00722553233311696,0.244244641157474,201611,0,1,0,1,0
70,24,0,0.445855210952381,0.436103347142857,0.100923447142857,0.339590947142857,0.81312196184081,0.914616416498676,7.30988476190476,0.895343876190476,1542.46714285714,122.309523809524,-2.44897959183674,1047.49190778571,0.00162624695961456,0.00455707374438555,0.388070268011049,201612,0,1,0,1,0
70,25,0,0.51061565952,0.48352579055,0.25120356339,0.2628820055,1.07903489548901,1.42922370039045,10.69245,1.166674975,1841.75,109.2,-14.2259414225942,935.2183932,0.00192682968488844,0.00438678040486239,0.472233322635013,201701,0,0,1,1,0
70,26,0,0.50425750052,0.5034810525,0.21609084517,0.2861563915,1.29982889025259,1.52292654432225,9.55835,1.029296875,1802.1135,107.3,9.75609756097562,918.9462783,0.00177945272040325,0.00465847751374235,0.406447515663967,201702,0,0,1,1,0
70,27,0,0.454045453181818,0.471553731818182,0.189514670454545,0.265145269545455,1.11614490994187,2.24957875998487,14.1055,1.63701593181818,2679.81818181818,117.068181818182,9.7777777777778,1002.60363456818,0.00176830684057078,0.00678718984432592,0.29517722365865,201703,0,0,1,1,0
70,28,0,0.4309409665,0.433512002,0.125780902838,0.300705846,1.39159996101937,1.54381308701763,7.13385,0.893881475,1983.8,125.05,2.42914979757085,1070.96208855,0.00173236627990339,0.00491105040860861,0.392437285667729,201704,0,0,1,1,0
70,29,0,0.427126013157895,0.425530565263158,0.0983352594736842,0.330519375789474,0.986637890190709,1.5472026205924,9.17925210526316,1.17602474736842,1892.21052631579,127.684210526316,5.53359683794468,1093.52218136842,0.00156436520876831,0.00551751017464267,0.326875191214324,201705,0,0,1,1,0
70,30,0,0.436483339047619,0.427955646190476,0.111414893333333,0.326904583333333,1.23883575009817,1.99822584922465,10.2146666666667,1.330076,2436.80952380952,128.809523809524,-8.23970037453188,1103.15966928571,0.00159591319839722,0.00622131328495641,0.305865018184506,201706,0,0,1,1,0
70,31,0,0.46615109,0.466593197619048,0.140032975238095,0.328408047619048,1.50838566146256,1.55518654517605,7.36274190476191,0.858024623809524,1797.52380952381,115.52380952381,-6.12244897959181,989.377211714286,0.00167364887984426,0.00527464030034347,0.351694571376159,201707,0,0,1,1,0
70,32,0,0.457768354090909,0.474836261159091,0.171767216363636,0.281901129090909,1.09908760050492,1.61328657736119,10.0841818181818,1.14014561363636,1888.77272727273,113.431818181818,-6.95652173913045,971.460830931818,0.0017832993289402,0.00582600069172619,0.378142683480449,201708,0,0,1,1,0
70,33,0,0.378812420352381,0.384552323271429,0.11456817047619,0.247383401904762,0.843706575918769,1.85654578334749,15.9866666666667,1.51046913333333,2869.38095238095,98.9258095238095,-17.2897196261682,847.227441656286,0.00137082690116021,0.00607165986308792,0.344008201897215,201709,0,0,1,1,0
320,7,1,0.399171114347826,0.36630902826087,-0.149842570347826,0.549368032882609,5.21174432535365,4.59667774541725,31.0222169565217,0.91179021147826,1494.3747826087,32.6246086956522,14.0090856104741,430.59951920113,0.00102745319600776,0.0131081246955268,0.0931450821198423,201507,1,0,0,0,0
320,8,1,0.458286961,0.382940269865,-0.0535832109,0.50575469813,5.34554381224691,4.57043613937991,28.5609,0.8565557944,1521.762,30.5797,-10.4327371671003,403.6095647967,0.00115133361790669,0.014746079757162,0.0860362007587302,201508,1,0,0,0,0
320,9,1,0.35828496012,0.353644553595,-0.0574527135,0.40206656,6.53953924001005,2.95720865474787,14.0707,0.40896212,1380.812,29.175,2.19780219780219,385.069475925,0.00113450333425686,0.0082383226339824,0.165264549711761,201509,1,0,0,0,0
320,10,1,0.33578449912381,0.323946183552381,-0.0322582993,0.365812777142857,10.0880695357929,2.42444673051884,7.82657142857143,0.221594914285714,935.52380952381,28.5571428571429,3.0465949820788,376.914619842857,0.00123668609032457,0.00768924912562619,0.217742368013038,201510,1,0,0,0,0
320,11,1,0.338510689085714,0.347663114285714,-0.0251317804761905,0.363273662619048,11.1809208389793,2.38460889816318,7.79214285714286,0.19666865,842.809523809524,25.5047619047619,-15.8260869565218,336.627431028571,0.00123078247460947,0.00747567907091039,0.190106575176949,201511,1,0,0,0,0
320,12,1,0.388304942857143,0.390602900952381,-0.0341686008571429,0.426474079285714,12.8630706649456,3.0439505723806,8.59019047619048,0.2042118,737,23.9857142857143,-2.23557950621319,316.578112414286,0.00129397515494643,0.0075506516014649,0.196845034693648,201512,1,0,0,0,0
320,13,1,0.64475640142,0.55874227,0.0318369592549998,0.607717882315,19.5377156072016,2.28005560503021,5.553731,0.1239423424,441.55,22.49,-4.48979591836735,296.83676139,0.00186835876467072,0.00895865688929693,0.238393701525618,201601,1,0,0,0,0
320,14,1,0.478468382777778,0.362169972777778,0.102308165283333,0.378398136944444,10.943811430539,2.23393150702968,9.98933333333333,0.209653155555556,1294.5,21.4222222222222,-10.4700854700855,282.743577866667,0.00135759743197045,0.00905769755383824,0.188535516606206,201602,1,0,0,0,0
320,15,1,0.397482850555556,0.35803884,0.151158717777778,0.237819788888889,6.33842859725941,1.41917841745344,10.2167222222222,0.211481544444444,950.166666666667,20.8138888888889,-0.715990453460613,274.714422841667,0.00121035651308736,0.00488063018349368,0.289734199253054,201603,1,0,0,0,0
320,16,1,0.35105216875,0.3161590925,-0.0413537341666667,0.394096765416667,5.51641780309138,1.77600509059386,10.491375,0.232543535416667,566,22.29375,0,294.24653398125,0.00119653477499862,0.00650475596135834,0.214169015912019,201604,0,1,0,0,0
320,17,1,0.38179051,0.336868264,0.01440807,0.368099329,6.84923658958883,1.78493207962912,11.97945,0.2471568325,589.4,20.7475,1.20192307692308,273.8381817225,0.00128259888665524,0.00619853750288358,0.246663576687984,201605,0,1,0,0,0
320,18,1,0.429547747619048,0.341223928095238,0.00869972571428571,0.424164165238095,5.94336887125639,2.17495410395688,18.9758561904762,0.40359930895238,930.714285714286,19.2095238095238,-9.50118764845604,253.539032257143,0.00126113467249162,0.00674623348467225,0.23428874325324,201606,0,1,0,0,0
320,19,1,0.457474065714286,0.347177608095238,0.160660526666667,0.294684745714286,3.85435513768113,1.16728837009853,16.6398095238095,0.30089444047619,926.380952380952,18.1809523809524,-4.19947506561681,239.963318085714,0.00117699856903517,0.00535911523682363,0.248674105969945,201607,0,1,0,0,0
320,20,1,0.424588865381818,0.343212025454545,0.0813729945454545,0.322593867104545,4.31906116172369,1.14714679847615,10.7857727272727,0.193351361363636,586.272727272727,17.9772727272727,-5.20547945205478,237.275029568182,0.00117127991906017,0.00418367955170441,0.306913176544871,201608,0,1,0,1,0
320,21,1,0.420932736842105,0.328887611052632,0.160390856315789,0.264456297368421,6.45624195662623,1.22366009721724,9.175,0.160930771052632,798.789473684211,17.6131578947368,-1.15606936416185,232.469219534211,0.00129364683686179,0.00424141802464712,0.360211424748366,201609,0,1,0,1,0
320,22,1,0.4653487745,0.379197268,0.1371715775,0.339437501,7.63931108777622,0.931803845280101,7.27585,0.1221087975,640.95,16.8775,-2.33918128654971,222.7595571525,0.00158107437482082,0.00520266044195648,0.372163741364461,201610,0,1,0,1,0
320,23,1,0.621327075454545,0.469832197272727,0.188996852727273,0.430630446818182,9.62285110516704,1.58489616752453,12.6467722727273,0.209794986363636,596.363636363636,15.5545454545455,-12.874251497006,205.298394736364,0.00168485153718615,0.00746506177745495,0.28855617831023,201611,0,1,0,1,0
320,24,1,0.524908514761905,0.438133115714286,0.234272657619048,0.305591388809524,7.05554043430799,1.74632272908836,11.9376666666667,0.179520876190476,658.047619047619,15.1258095238095,7.21649484536082,199.639675964857,0.00138795442516828,0.005360704435427,0.291617837891172,201612,0,1,0,1,0
320,25,1,0.57662164,0.5299653445,0.2042272685,0.38925409275,16.9149792271379,1.05550776514404,5.5714905,0.0849804323,304.7785,15.1825,-3.20512820512822,200.3879115075,0.00207661080485139,0.00474856568643577,0.478038164214353,201701,0,0,1,1,0
320,26,1,0.78286280392,0.60633785411,0.27753066051,0.5331120145,16.4824884794247,1.2596963426441,4.423131,0.0671549173,245.814,15.1225,0.993377483443769,199.5959948475,0.00174723365181599,0.0060102517503408,0.321770178086339,201702,0,0,1,1,0
320,27,1,0.767282031290909,0.5957333917,0.291111565686363,0.443502309772727,11.5729299461059,1.2463491178563,6.62626409090909,0.0969856203636364,280.025909090909,14.7220681818182,-1.96721311475409,194.310851047295,0.00180261718701374,0.00603137881499136,0.351250643377517,201703,0,0,1,1,0
320,28,1,0.6311147115,0.523346906,0.189846835351,0.4418253615,11.3110165136449,1.045721697786,7.52205,0.1112409625,321.55,14.72,-5.55111512312578e-14,194.28355392,0.00177075484648045,0.00470467853804329,0.420670321365292,201704,0,0,1,1,0
320,29,1,0.595013863157895,0.508362004736842,0.177314155789474,0.412079233684211,6.99169125999604,1.50190344150765,13.3053684210526,0.198350997368421,432.631578947368,14.8808157894737,3.67892976588624,196.406098967921,0.00163593492929957,0.00491542436751047,0.348186164356967,201705,0,0,1,1,0
320,30,1,0.568977265714286,0.492557702733333,0.128800111428571,0.443225544285714,4.46362579243159,1.09255076868142,15.2073333333333,0.231862869047619,407.238095238095,15.4619047619048,-5.16129032258065,204.075666271429,0.00158687545618395,0.00545257378472274,0.318952585638402,201706,0,0,1,1,0
320,31,1,0.647571914209524,0.52005244047619,0.277008623333333,0.380386774285714,3.46521134480653,1.40464996914254,15.3200952380952,0.227753007142857,447.904761904762,14.7547619047619,2.38095238095233,194.742362778571,0.00174805797110995,0.00562850019291026,0.416095775533806,201707,0,0,1,1,0
